xmin	ymin	xmax	ymax	breed
50	29	452	454	gordon-setter
193	102	282	277	gordon-setter
1	1	169	199	gordon-setter
0	126	298	498	gordon-setter
21	21	255	359	gordon-setter
80	25	359	495	gordon-setter
86	25	387	337	gordon-setter
34	4	432	374	gordon-setter
27	40	207	220	gordon-setter
23	1	466	373	gordon-setter
117	31	285	428	gordon-setter
1	1	339	374	gordon-setter
50	0	499	373	gordon-setter
3	26	331	341	gordon-setter
82	113	278	433	gordon-setter
67	22	333	341	gordon-setter
50	42	327	498	gordon-setter
0	6	157	169	gordon-setter
1	27	478	369	gordon-setter
35	83	407	498	gordon-setter
113	94	267	323	gordon-setter
37	14	149	180	gordon-setter
17	8	450	352	gordon-setter
62	110	224	340	gordon-setter
132	0	499	353	gordon-setter
255	213	750	564	gordon-setter
43	14	194	212	gordon-setter
61	15	298	195	gordon-setter
4	6	282	365	gordon-setter
15	0	206	232	gordon-setter
71	56	372	332	gordon-setter
116	0	457	331	gordon-setter
0	0	299	331	gordon-setter
224	45	338	281	gordon-setter
0	2	170	374	gordon-setter
43	21	355	384	gordon-setter
191	116	358	319	gordon-setter
4	38	269	359	gordon-setter
0	0	371	498	gordon-setter
46	39	356	374	gordon-setter
28	90	422	265	gordon-setter
86	127	327	255	gordon-setter
35	27	251	380	gordon-setter
0	15	463	249	gordon-setter
87	30	343	332	gordon-setter
9	25	222	253	gordon-setter
156	126	388	627	gordon-setter
68	75	440	334	gordon-setter
66	61	267	389	gordon-setter
147	107	329	374	gordon-setter
0	146	336	498	gordon-setter
205	73	474	283	gordon-setter
76	110	312	498	gordon-setter
37	36	439	374	gordon-setter
259	18	339	196	gordon-setter
188	22	454	332	gordon-setter
27	1	364	283	gordon-setter
130	60	373	374	gordon-setter
61	164	568	513	gordon-setter
0	1	291	197	gordon-setter
197	330	698	1021	gordon-setter
9	26	198	314	gordon-setter
0	24	151	206	gordon-setter
7	62	253	191	gordon-setter
168	120	448	598	gordon-setter
144	25	447	290	gordon-setter
110	236	267	473	gordon-setter
8	15	218	359	gordon-setter
87	2	459	359	gordon-setter
0	1	167	227	gordon-setter
216	227	355	498	gordon-setter
1	90	249	330	gordon-setter
3	22	335	249	gordon-setter
2	0	428	374	gordon-setter
121	19	442	372	gordon-setter
224	106	425	330	gordon-setter
28	6	350	218	gordon-setter
46	20	374	374	gordon-setter
456	517	1383	1832	gordon-setter
48	102	183	292	gordon-setter
0	18	159	168	gordon-setter
109	12	306	372	gordon-setter
0	30	456	498	gordon-setter
211	73	480	217	gordon-setter
0	36	473	498	gordon-setter
0	29	237	249	gordon-setter
182	125	294	315	gordon-setter
107	0	447	334	gordon-setter
31	123	373	498	gordon-setter
72	20	361	279	gordon-setter
50	45	193	177	gordon-setter
39	33	275	316	gordon-setter
0	78	363	434	gordon-setter
27	45	399	299	gordon-setter
43	7	198	274	gordon-setter
33	71	280	450	gordon-setter
0	136	351	498	gordon-setter
21	90	367	350	gordon-setter
2	0	499	331	gordon-setter
7	45	319	447	gordon-setter
11	17	344	498	gordon-setter
80	27	495	358	gordon-setter
105	149	285	475	gordon-setter
174	105	499	359	gordon-setter
0	78	333	498	gordon-setter
66	20	352	213	gordon-setter
1	1	199	143	gordon-setter
79	65	499	374	gordon-setter
24	26	416	227	gordon-setter
142	136	340	293	gordon-setter
0	30	333	498	gordon-setter
108	131	499	308	gordon-setter
156	1	499	270	gordon-setter
22	18	232	243	gordon-setter
5	2	292	257	gordon-setter
0	48	302	498	gordon-setter
73	99	360	286	gordon-setter
0	23	359	271	gordon-setter
47	31	498	405	gordon-setter
11	68	380	483	gordon-setter
156	40	302	333	gordon-setter
0	58	480	314	gordon-setter
0	0	498	372	gordon-setter
27	39	497	442	gordon-setter
229	172	382	347	gordon-setter
229	57	422	240	gordon-setter
100	19	448	332	brittany-spaniel
0	71	252	283	brittany-spaniel
142	140	475	374	brittany-spaniel
72	70	498	498	brittany-spaniel
15	112	316	400	brittany-spaniel
0	1	281	183	brittany-spaniel
13	13	168	191	brittany-spaniel
19	72	363	374	brittany-spaniel
0	1	446	331	brittany-spaniel
106	0	363	326	brittany-spaniel
25	66	323	343	brittany-spaniel
180	218	502	532	brittany-spaniel
131	83	307	260	brittany-spaniel
48	54	240	232	brittany-spaniel
76	42	157	158	brittany-spaniel
28	12	267	200	brittany-spaniel
77	25	189	186	brittany-spaniel
24	36	378	360	brittany-spaniel
158	39	298	327	brittany-spaniel
147	137	254	312	brittany-spaniel
2	13	192	148	brittany-spaniel
47	23	359	498	brittany-spaniel
39	66	399	314	brittany-spaniel
127	81	338	374	brittany-spaniel
0	32	378	374	brittany-spaniel
46	44	450	445	brittany-spaniel
26	0	499	317	brittany-spaniel
116	8	356	374	brittany-spaniel
91	36	317	297	brittany-spaniel
170	71	336	342	brittany-spaniel
174	65	348	301	brittany-spaniel
26	0	499	374	brittany-spaniel
9	3	213	177	brittany-spaniel
83	86	205	320	brittany-spaniel
46	96	425	306	brittany-spaniel
0	2	548	444	brittany-spaniel
67	90	489	365	brittany-spaniel
66	3	492	305	brittany-spaniel
8	0	210	199	brittany-spaniel
356	146	473	316	brittany-spaniel
1	3	412	490	brittany-spaniel
0	7	331	498	brittany-spaniel
368	194	718	476	brittany-spaniel
53	16	382	498	brittany-spaniel
21	91	450	268	brittany-spaniel
83	28	348	266	brittany-spaniel
76	121	289	373	brittany-spaniel
200	143	289	270	brittany-spaniel
53	63	490	370	brittany-spaniel
25	13	201	191	brittany-spaniel
34	85	322	322	brittany-spaniel
91	0	426	286	brittany-spaniel
141	102	463	374	brittany-spaniel
89	61	442	325	brittany-spaniel
9	8	294	246	brittany-spaniel
31	47	310	498	brittany-spaniel
103	85	377	361	brittany-spaniel
1	18	449	452	brittany-spaniel
17	136	326	498	brittany-spaniel
10	7	244	262	brittany-spaniel
41	24	385	325	brittany-spaniel
8	157	871	1138	brittany-spaniel
18	25	446	498	brittany-spaniel
61	30	308	498	brittany-spaniel
117	0	460	374	brittany-spaniel
0	29	142	178	brittany-spaniel
158	107	347	288	brittany-spaniel
1	10	286	282	brittany-spaniel
38	31	144	139	brittany-spaniel
160	31	411	452	brittany-spaniel
381	162	436	287	brittany-spaniel
126	153	244	212	brittany-spaniel
86	70	176	141	brittany-spaniel
76	35	238	457	brittany-spaniel
44	41	254	223	brittany-spaniel
81	69	296	296	brittany-spaniel
196	100	322	342	brittany-spaniel
22	2	410	362	brittany-spaniel
1	0	457	318	brittany-spaniel
56	1	292	212	brittany-spaniel
20	78	244	458	brittany-spaniel
23	29	362	320	brittany-spaniel
26	313	1077	792	brittany-spaniel
4	0	107	116	brittany-spaniel
146	136	579	344	brittany-spaniel
19	14	159	113	brittany-spaniel
15	10	268	245	brittany-spaniel
22	9	162	119	brittany-spaniel
55	1	471	328	brittany-spaniel
9	17	419	332	brittany-spaniel
84	17	476	317	brittany-spaniel
3	6	215	197	brittany-spaniel
78	113	257	261	brittany-spaniel
10	81	421	374	brittany-spaniel
0	15	321	326	brittany-spaniel
161	114	375	303	brittany-spaniel
139	74	391	374	brittany-spaniel
14	28	498	356	brittany-spaniel
33	10	269	253	brittany-spaniel
0	42	485	284	brittany-spaniel
26	8	188	185	brittany-spaniel
9	2	215	145	brittany-spaniel
6	17	195	167	brittany-spaniel
20	3	243	195	brittany-spaniel
121	103	396	320	brittany-spaniel
1	0	254	208	brittany-spaniel
86	150	259	320	brittany-spaniel
33	52	221	211	brittany-spaniel
41	57	442	210	brittany-spaniel
42	28	434	314	brittany-spaniel
81	66	469	295	brittany-spaniel
67	64	415	296	brittany-spaniel
134	134	299	335	brittany-spaniel
153	80	294	198	brittany-spaniel
83	58	300	247	brittany-spaniel
0	2	362	344	brittany-spaniel
30	22	180	176	brittany-spaniel
88	1	402	373	brittany-spaniel
99	99	337	360	brittany-spaniel
18	83	479	374	brittany-spaniel
16	29	388	385	brittany-spaniel
125	72	335	456	brittany-spaniel
27	16	115	166	brittany-spaniel
23	15	443	273	brittany-spaniel
178	58	352	332	brittany-spaniel
41	11	147	134	brittany-spaniel
182	144	398	308	brittany-spaniel
0	37	429	330	brittany-spaniel
250	46	395	325	brittany-spaniel
106	85	483	312	brittany-spaniel
114	2	457	311	brittany-spaniel
44	61	253	339	brittany-spaniel
33	28	225	262	brittany-spaniel
5	52	499	374	brittany-spaniel
55	65	317	428	brittany-spaniel
16	227	295	448	brittany-spaniel
0	0	491	269	brittany-spaniel
0	0	499	332	brittany-spaniel
63	83	205	226	brittany-spaniel
162	150	261	353	brittany-spaniel
237	33	413	268	brittany-spaniel
0	0	499	332	brittany-spaniel
122	21	374	374	brittany-spaniel
125	82	499	254	brittany-spaniel
54	19	436	332	brittany-spaniel
1	28	498	498	brittany-spaniel
8	0	499	317	brittany-spaniel
60	39	373	326	brittany-spaniel
123	87	358	281	brittany-spaniel
95	59	419	331	brittany-spaniel
41	65	361	332	brittany-spaniel
71	0	357	343	brittany-spaniel
195	71	361	303	clumber
11	173	485	510	clumber
115	91	386	374	clumber
10	17	186	135	clumber
14	33	384	246	clumber
274	98	547	340	clumber
136	64	431	330	clumber
26	129	476	392	clumber
106	22	498	262	clumber
28	28	781	465	clumber
4	105	467	374	clumber
18	46	249	461	clumber
6	0	276	185	clumber
73	88	270	270	clumber
40	63	429	267	clumber
40	65	332	472	clumber
143	154	429	309	clumber
61	92	331	263	clumber
313	234	419	374	clumber
5	227	224	497	clumber
131	36	371	407	clumber
128	58	407	374	clumber
100	0	499	286	clumber
9	37	445	283	clumber
0	11	472	374	clumber
104	8	498	374	clumber
132	78	324	323	clumber
35	20	169	226	clumber
278	283	435	402	clumber
0	42	499	331	clumber
89	0	460	257	clumber
4	31	401	252	clumber
1	14	448	479	clumber
2	4	272	248	clumber
141	197	352	426	clumber
138	56	345	332	clumber
0	93	331	435	clumber
132	68	406	242	clumber
1	16	226	199	clumber
75	78	330	332	clumber
22	24	157	149	clumber
0	0	356	498	clumber
0	0	477	419	clumber
0	0	428	374	clumber
210	186	319	325	clumber
102	210	373	498	clumber
1	26	282	481	clumber
1	9	112	101	clumber
110	55	284	260	clumber
21	2	499	374	clumber
184	103	348	189	clumber
105	7	459	330	clumber
118	169	352	324	clumber
0	1	331	498	clumber
84	32	387	327	clumber
17	8	191	147	clumber
135	0	366	257	clumber
189	88	348	330	clumber
84	42	438	374	clumber
71	0	319	40	clumber
193	163	341	270	clumber
78	13	403	327	clumber
1	1	355	498	clumber
90	122	349	327	clumber
197	118	378	334	clumber
101	28	429	709	clumber
0	0	499	362	clumber
28	32	626	490	clumber
82	66	282	212	clumber
97	306	222	497	clumber
40	32	459	455	clumber
98	87	324	329	clumber
41	36	448	527	clumber
11	55	328	485	clumber
0	110	310	318	clumber
203	179	394	335	clumber
194	118	314	297	clumber
169	156	385	295	clumber
24	0	193	149	clumber
43	11	616	583	clumber
20	6	307	295	clumber
162	52	349	262	clumber
151	24	422	296	clumber
80	148	298	256	clumber
172	108	242	237	clumber
156	82	334	249	clumber
191	123	252	212	clumber
140	6	477	374	clumber
103	18	434	264	clumber
71	0	406	371	clumber
31	10	122	190	clumber
68	33	499	242	clumber
0	16	491	598	clumber
80	80	463	297	clumber
107	57	471	213	clumber
48	56	413	292	clumber
81	60	272	226	clumber
66	134	330	373	clumber
71	71	476	258	clumber
30	7	215	198	clumber
265	13	472	374	clumber
5	6	231	135	clumber
83	156	194	305	clumber
2	36	444	445	clumber
41	37	352	374	clumber
66	136	331	372	clumber
7	73	415	402	clumber
127	70	326	286	clumber
131	25	404	374	clumber
155	1	499	254	clumber
199	81	356	374	clumber
0	5	371	498	clumber
107	116	297	302	clumber
190	27	478	358	clumber
124	72	282	290	clumber
8	19	199	146	clumber
89	19	425	310	clumber
94	6	404	319	clumber
1	0	498	357	clumber
10	23	411	306	clumber
1	13	173	153	clumber
186	105	356	209	clumber
0	0	434	277	clumber
73	0	438	374	clumber
0	15	499	373	clumber
123	14	444	286	clumber
24	0	459	374	clumber
1	7	159	145	clumber
62	44	409	374	clumber
38	35	421	462	clumber
90	108	304	438	clumber
53	44	328	528	clumber
66	56	297	462	clumber
26	102	317	335	clumber
75	41	248	239	clumber
88	54	260	194	clumber
39	83	261	344	clumber
0	24	487	374	clumber
2	27	359	490	clumber
76	22	492	374	clumber
225	27	499	357	clumber
131	65	316	298	clumber
4	13	322	307	clumber
33	53	281	435	clumber
152	159	341	293	clumber
29	11	499	362	clumber
2	57	439	463	clumber
77	102	335	443	clumber
3	94	164	206	clumber
273	65	798	600	clumber
79	0	499	332	english-springer
114	115	269	365	english-springer
187	64	382	373	english-springer
110	42	404	332	english-springer
5	43	354	498	english-springer
70	46	356	498	english-springer
128	20	499	332	english-springer
55	38	373	498	english-springer
0	65	476	332	english-springer
98	0	499	337	english-springer
201	0	374	131	english-springer
183	131	282	328	english-springer
63	110	207	328	english-springer
155	49	370	332	english-springer
24	60	482	282	english-springer
0	62	265	333	english-springer
0	51	394	409	english-springer
60	113	301	401	english-springer
149	1	399	299	english-springer
131	39	319	301	english-springer
15	0	499	332	english-springer
66	84	214	159	english-springer
168	15	495	431	english-springer
163	16	445	374	english-springer
143	191	223	308	english-springer
58	22	318	497	english-springer
89	101	297	395	english-springer
80	155	257	472	english-springer
90	25	365	450	english-springer
150	50	320	320	english-springer
16	7	487	348	english-springer
58	52	280	466	english-springer
47	129	256	456	english-springer
142	16	290	249	english-springer
7	28	341	332	english-springer
3	28	387	498	english-springer
241	31	447	374	english-springer
109	0	449	370	english-springer
80	31	269	498	english-springer
250	90	499	332	english-springer
45	56	405	466	english-springer
179	79	499	374	english-springer
0	60	295	333	english-springer
37	132	262	437	english-springer
30	0	378	307	english-springer
55	45	281	293	english-springer
66	17	379	473	english-springer
207	59	497	329	english-springer
16	14	391	309	english-springer
58	116	418	498	english-springer
60	0	499	374	english-springer
131	15	361	332	english-springer
199	0	499	295	english-springer
0	197	253	374	english-springer
116	51	316	437	english-springer
60	36	311	498	english-springer
0	59	493	358	english-springer
63	95	256	438	english-springer
164	26	334	332	english-springer
195	60	499	278	english-springer
81	23	275	295	english-springer
68	37	952	1364	english-springer
0	13	470	332	english-springer
76	22	373	350	english-springer
57	86	341	498	english-springer
60	120	344	374	english-springer
56	71	282	341	english-springer
129	40	421	332	english-springer
179	75	499	332	english-springer
108	72	356	332	english-springer
170	63	352	374	english-springer
120	146	262	425	english-springer
88	103	310	290	english-springer
165	95	367	417	english-springer
156	146	330	374	english-springer
194	118	428	351	english-springer
97	52	373	427	english-springer
27	45	360	306	english-springer
144	66	330	280	english-springer
178	66	305	263	english-springer
190	107	315	264	english-springer
252	53	391	358	english-springer
151	115	384	332	english-springer
6	27	438	489	english-springer
15	36	431	406	english-springer
31	61	436	369	english-springer
20	46	331	410	english-springer
108	60	260	359	english-springer
0	107	487	333	english-springer
85	133	367	456	english-springer
174	95	423	283	english-springer
17	30	457	408	english-springer
0	23	296	498	english-springer
157	61	487	373	english-springer
196	126	499	330	english-springer
107	87	460	456	english-springer
37	0	322	498	english-springer
82	53	373	498	english-springer
84	79	343	374	english-springer
32	50	321	332	english-springer
58	98	270	406	english-springer
27	42	261	498	english-springer
26	88	343	331	english-springer
228	83	389	261	english-springer
21	80	331	498	english-springer
107	69	410	374	english-springer
206	42	499	306	english-springer
11	102	318	333	english-springer
28	28	325	302	english-springer
43	100	396	498	english-springer
142	107	499	332	english-springer
0	43	419	331	english-springer
75	84	194	363	english-springer
78	42	364	374	english-springer
151	77	323	322	english-springer
121	85	350	328	english-springer
88	1	369	332	english-springer
0	70	498	374	english-springer
179	72	499	331	english-springer
2	10	498	400	english-springer
119	76	376	295	english-springer
188	59	498	332	english-springer
72	6	399	463	english-springer
2	43	457	295	english-springer
4	26	232	392	english-springer
99	27	450	374	english-springer
179	91	325	253	english-springer
77	80	272	397	english-springer
93	13	407	331	english-springer
170	0	499	374	english-springer
91	27	466	332	english-springer
0	0	336	498	english-springer
122	152	285	442	english-springer
51	77	191	233	english-springer
81	21	277	263	english-springer
207	82	446	332	english-springer
44	0	306	332	english-springer
99	160	280	498	english-springer
0	21	325	374	english-springer
1	16	424	374	english-springer
209	2	409	219	english-springer
99	76	355	287	english-springer
0	61	328	332	english-springer
71	68	306	216	english-springer
132	18	343	374	english-springer
90	170	328	498	english-springer
130	113	499	305	english-springer
53	16	428	441	english-springer
15	75	351	498	english-springer
126	131	259	375	english-springer
50	147	287	415	english-springer
40	21	269	199	english-springer
84	34	486	331	english-springer
159	41	499	332	english-springer
261	133	376	330	english-springer
83	162	331	498	english-springer
98	79	360	332	english-springer
3	230	226	497	english-springer
68	120	329	355	english-springer
31	98	295	406	welsh-springer-spaniel
1	2	347	498	welsh-springer-spaniel
1	43	331	498	welsh-springer-spaniel
199	129	499	330	welsh-springer-spaniel
17	25	491	467	welsh-springer-spaniel
133	106	717	499	welsh-springer-spaniel
63	13	457	351	welsh-springer-spaniel
10	207	182	415	welsh-springer-spaniel
0	1	476	332	welsh-springer-spaniel
0	49	322	333	welsh-springer-spaniel
1	63	498	378	welsh-springer-spaniel
30	5	499	332	welsh-springer-spaniel
154	47	373	268	welsh-springer-spaniel
0	31	499	331	welsh-springer-spaniel
114	57	340	323	welsh-springer-spaniel
73	22	388	292	welsh-springer-spaniel
125	41	344	323	welsh-springer-spaniel
197	82	286	224	welsh-springer-spaniel
106	86	290	333	welsh-springer-spaniel
156	72	383	266	welsh-springer-spaniel
36	54	477	478	welsh-springer-spaniel
3	76	285	364	welsh-springer-spaniel
35	36	415	468	welsh-springer-spaniel
132	42	383	312	welsh-springer-spaniel
122	19	415	444	welsh-springer-spaniel
76	36	351	323	welsh-springer-spaniel
27	7	499	341	welsh-springer-spaniel
58	49	499	374	welsh-springer-spaniel
99	20	435	374	welsh-springer-spaniel
117	20	366	331	welsh-springer-spaniel
0	150	216	498	welsh-springer-spaniel
172	72	338	281	welsh-springer-spaniel
33	33	155	115	welsh-springer-spaniel
12	116	245	498	welsh-springer-spaniel
173	101	408	397	welsh-springer-spaniel
34	32	371	374	welsh-springer-spaniel
137	98	287	315	welsh-springer-spaniel
174	63	273	173	welsh-springer-spaniel
102	43	498	453	welsh-springer-spaniel
30	12	124	114	welsh-springer-spaniel
36	43	488	309	welsh-springer-spaniel
59	14	319	356	welsh-springer-spaniel
56	29	405	309	welsh-springer-spaniel
95	31	342	334	welsh-springer-spaniel
2	3	373	498	welsh-springer-spaniel
103	64	389	305	welsh-springer-spaniel
163	43	295	239	welsh-springer-spaniel
152	150	269	298	welsh-springer-spaniel
151	45	399	325	welsh-springer-spaniel
199	169	366	252	welsh-springer-spaniel
137	98	318	314	welsh-springer-spaniel
137	100	350	374	welsh-springer-spaniel
57	53	196	243	welsh-springer-spaniel
292	50	456	299	welsh-springer-spaniel
107	23	300	273	welsh-springer-spaniel
33	0	445	300	welsh-springer-spaniel
23	73	258	346	welsh-springer-spaniel
93	75	376	441	welsh-springer-spaniel
148	41	418	418	welsh-springer-spaniel
81	132	245	335	welsh-springer-spaniel
46	29	485	397	welsh-springer-spaniel
8	13	390	299	welsh-springer-spaniel
161	73	342	321	welsh-springer-spaniel
90	0	393	336	welsh-springer-spaniel
108	9	415	398	welsh-springer-spaniel
1	64	430	427	welsh-springer-spaniel
0	0	496	374	welsh-springer-spaniel
144	81	270	338	welsh-springer-spaniel
1	95	415	332	welsh-springer-spaniel
97	128	269	333	welsh-springer-spaniel
1	2	434	332	welsh-springer-spaniel
60	28	373	293	welsh-springer-spaniel
116	53	498	372	welsh-springer-spaniel
20	23	331	492	welsh-springer-spaniel
90	112	414	748	welsh-springer-spaniel
218	95	337	325	welsh-springer-spaniel
0	8	479	401	welsh-springer-spaniel
186	118	288	221	welsh-springer-spaniel
73	112	313	498	welsh-springer-spaniel
1	10	331	496	welsh-springer-spaniel
0	82	238	431	welsh-springer-spaniel
98	37	262	354	welsh-springer-spaniel
46	8	422	331	welsh-springer-spaniel
92	50	499	302	welsh-springer-spaniel
62	35	156	150	welsh-springer-spaniel
0	66	272	498	welsh-springer-spaniel
44	6	414	332	welsh-springer-spaniel
29	14	449	383	welsh-springer-spaniel
47	43	413	374	welsh-springer-spaniel
1	171	373	431	welsh-springer-spaniel
77	29	330	236	welsh-springer-spaniel
2	70	286	295	welsh-springer-spaniel
209	139	368	211	welsh-springer-spaniel
191	57	322	243	welsh-springer-spaniel
138	55	366	373	welsh-springer-spaniel
100	39	470	272	welsh-springer-spaniel
12	8	222	234	welsh-springer-spaniel
116	43	498	373	welsh-springer-spaniel
27	75	480	280	welsh-springer-spaniel
11	6	170	162	welsh-springer-spaniel
18	50	122	132	welsh-springer-spaniel
64	118	355	281	welsh-springer-spaniel
93	77	377	285	welsh-springer-spaniel
73	45	413	328	welsh-springer-spaniel
0	139	219	306	welsh-springer-spaniel
71	6	309	498	welsh-springer-spaniel
182	111	262	224	welsh-springer-spaniel
120	64	355	299	welsh-springer-spaniel
139	42	415	332	welsh-springer-spaniel
183	83	336	253	welsh-springer-spaniel
127	230	299	413	welsh-springer-spaniel
138	31	321	219	welsh-springer-spaniel
0	58	296	498	welsh-springer-spaniel
91	55	412	308	welsh-springer-spaniel
40	177	207	346	welsh-springer-spaniel
180	92	257	229	welsh-springer-spaniel
149	46	333	240	welsh-springer-spaniel
178	64	294	270	welsh-springer-spaniel
45	30	360	321	welsh-springer-spaniel
77	78	421	444	welsh-springer-spaniel
27	19	215	288	welsh-springer-spaniel
147	209	437	400	welsh-springer-spaniel
213	126	290	244	welsh-springer-spaniel
116	56	318	283	welsh-springer-spaniel
141	78	411	319	welsh-springer-spaniel
30	0	439	332	welsh-springer-spaniel
0	0	499	310	welsh-springer-spaniel
5	50	373	498	welsh-springer-spaniel
106	160	372	345	welsh-springer-spaniel
26	3	349	387	welsh-springer-spaniel
48	81	240	450	welsh-springer-spaniel
108	75	325	470	welsh-springer-spaniel
27	41	489	321	welsh-springer-spaniel
140	28	254	257	welsh-springer-spaniel
138	282	362	440	welsh-springer-spaniel
0	13	245	332	welsh-springer-spaniel
61	6	499	374	welsh-springer-spaniel
39	21	423	283	welsh-springer-spaniel
0	55	396	374	welsh-springer-spaniel
0	59	175	285	welsh-springer-spaniel
0	54	238	282	welsh-springer-spaniel
58	16	373	498	welsh-springer-spaniel
167	87	387	293	welsh-springer-spaniel
107	60	377	280	welsh-springer-spaniel
289	43	440	296	welsh-springer-spaniel
87	21	403	290	welsh-springer-spaniel
48	3	213	162	welsh-springer-spaniel
139	210	271	448	welsh-springer-spaniel
0	59	189	332	welsh-springer-spaniel
65	24	353	374	welsh-springer-spaniel
26	32	333	498	cocker-spaniel
131	9	428	331	cocker-spaniel
12	1	436	374	cocker-spaniel
222	60	389	322	cocker-spaniel
54	43	406	373	cocker-spaniel
102	85	390	251	cocker-spaniel
78	40	499	333	cocker-spaniel
1	0	227	280	cocker-spaniel
0	37	499	287	cocker-spaniel
19	34	499	375	cocker-spaniel
162	25	351	342	cocker-spaniel
74	66	360	374	cocker-spaniel
52	5	376	374	cocker-spaniel
145	53	464	452	cocker-spaniel
139	222	364	474	cocker-spaniel
84	17	223	239	cocker-spaniel
37	15	434	332	cocker-spaniel
143	240	347	498	cocker-spaniel
0	26	331	498	cocker-spaniel
8	1	499	350	cocker-spaniel
102	13	415	320	cocker-spaniel
64	59	230	257	cocker-spaniel
1	1	498	496	cocker-spaniel
0	15	406	497	cocker-spaniel
7	0	497	371	cocker-spaniel
134	79	330	446	cocker-spaniel
185	5	315	266	cocker-spaniel
148	5	325	367	cocker-spaniel
0	61	284	498	cocker-spaniel
28	16	331	371	cocker-spaniel
204	117	316	305	cocker-spaniel
63	58	499	374	cocker-spaniel
0	8	405	332	cocker-spaniel
48	1	499	357	cocker-spaniel
5	41	496	481	cocker-spaniel
73	57	306	498	cocker-spaniel
0	23	317	498	cocker-spaniel
120	101	300	368	cocker-spaniel
67	0	334	374	cocker-spaniel
76	1	461	497	cocker-spaniel
22	115	498	345	cocker-spaniel
14	40	497	330	cocker-spaniel
75	2	401	487	cocker-spaniel
15	4	498	370	cocker-spaniel
58	102	346	415	cocker-spaniel
107	79	359	250	cocker-spaniel
47	89	366	280	cocker-spaniel
1	75	407	432	cocker-spaniel
1	0	499	374	cocker-spaniel
145	0	447	298	cocker-spaniel
0	1	364	353	cocker-spaniel
136	53	498	374	cocker-spaniel
40	28	379	336	cocker-spaniel
152	120	340	373	cocker-spaniel
35	70	226	331	cocker-spaniel
239	1	442	209	cocker-spaniel
12	31	394	354	cocker-spaniel
11	10	319	438	cocker-spaniel
67	140	378	374	cocker-spaniel
48	113	389	295	cocker-spaniel
132	34	498	277	cocker-spaniel
1	10	499	278	cocker-spaniel
69	21	352	346	cocker-spaniel
0	31	499	279	cocker-spaniel
116	10	337	476	cocker-spaniel
140	88	370	346	cocker-spaniel
0	92	847	766	cocker-spaniel
242	145	395	307	cocker-spaniel
0	173	313	498	cocker-spaniel
2	50	331	498	cocker-spaniel
0	64	244	332	cocker-spaniel
0	3	373	450	cocker-spaniel
113	67	376	331	cocker-spaniel
7	58	257	491	cocker-spaniel
37	21	451	330	cocker-spaniel
116	25	441	332	cocker-spaniel
93	0	421	374	cocker-spaniel
0	20	331	395	cocker-spaniel
173	54	495	331	cocker-spaniel
111	78	470	374	cocker-spaniel
88	60	259	345	cocker-spaniel
0	18	397	332	cocker-spaniel
12	41	499	304	cocker-spaniel
0	140	240	332	cocker-spaniel
0	31	326	374	cocker-spaniel
10	2	498	481	cocker-spaniel
1	40	370	497	cocker-spaniel
1	5	492	371	cocker-spaniel
95	120	463	313	cocker-spaniel
0	0	498	373	cocker-spaniel
0	55	482	448	cocker-spaniel
42	27	393	319	cocker-spaniel
0	0	499	373	cocker-spaniel
167	0	479	374	cocker-spaniel
1	2	292	332	cocker-spaniel
116	39	416	333	cocker-spaniel
228	42	499	389	cocker-spaniel
173	162	405	347	cocker-spaniel
3	0	491	612	cocker-spaniel
98	22	499	332	cocker-spaniel
0	113	331	498	cocker-spaniel
91	6	499	270	cocker-spaniel
49	0	448	397	cocker-spaniel
0	0	499	332	cocker-spaniel
29	31	335	325	cocker-spaniel
0	0	388	497	cocker-spaniel
0	0	499	391	cocker-spaniel
0	0	499	334	cocker-spaniel
0	21	333	491	cocker-spaniel
2	0	449	333	cocker-spaniel
51	6	498	415	cocker-spaniel
147	25	433	332	cocker-spaniel
171	37	453	332	cocker-spaniel
97	38	497	275	cocker-spaniel
9	0	143	225	cocker-spaniel
0	39	244	363	cocker-spaniel
35	10	458	494	cocker-spaniel
177	52	357	241	cocker-spaniel
50	28	459	336	cocker-spaniel
61	22	437	399	cocker-spaniel
37	52	372	433	cocker-spaniel
205	79	312	287	cocker-spaniel
19	62	499	304	cocker-spaniel
3	5	491	354	cocker-spaniel
93	48	360	335	cocker-spaniel
168	10	481	342	cocker-spaniel
71	113	416	283	cocker-spaniel
155	48	369	305	cocker-spaniel
0	103	276	497	cocker-spaniel
72	178	216	293	cocker-spaniel
17	16	189	262	cocker-spaniel
1	2	372	498	cocker-spaniel
273	134	355	234	cocker-spaniel
52	26	211	280	cocker-spaniel
212	0	498	396	cocker-spaniel
81	85	397	192	cocker-spaniel
0	17	451	498	cocker-spaniel
48	1	446	498	cocker-spaniel
43	48	315	422	cocker-spaniel
36	2	392	312	cocker-spaniel
0	10	476	459	cocker-spaniel
21	17	471	471	cocker-spaniel
1	34	469	356	cocker-spaniel
55	18	362	497	cocker-spaniel
214	103	288	199	cocker-spaniel
52	181	333	491	cocker-spaniel
51	60	326	446	cocker-spaniel
0	96	314	496	cocker-spaniel
43	30	228	131	cocker-spaniel
77	58	383	307	cocker-spaniel
115	16	331	496	cocker-spaniel
0	34	493	332	cocker-spaniel
0	9	499	332	cocker-spaniel
207	105	296	241	cocker-spaniel
